GEOID,locality,tract,label,group,estimate,moe,year,county,locality_num,tract_num,tractnames
51003010603,Albemarle County,Census Tract 106.03,Median Household Income,All Households,52001,11423,2022,Albemarle,003,010603,Branchland
51003010603,Albemarle County,Census Tract 106.03,Median Household Income,White,51837,10048,2022,Albemarle,003,010603,Branchland
51003010603,Albemarle County,Census Tract 106.03,Median Household Income,Black,NA,NA,2022,Albemarle,003,010603,Branchland
51003010603,Albemarle County,Census Tract 106.03,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010603,Branchland
51003010603,Albemarle County,Census Tract 106.03,Median Household Income,Asian,NA,NA,2022,Albemarle,003,010603,Branchland
51003010603,Albemarle County,Census Tract 106.03,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010603,Branchland
51003010603,Albemarle County,Census Tract 106.03,Median Household Income,Other,NA,NA,2022,Albemarle,003,010603,Branchland
51003010603,Albemarle County,Census Tract 106.03,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010603,Branchland
51003010603,Albemarle County,Census Tract 106.03,Median Household Income,"White, Not Hispanic or Latino",51701,8857,2022,Albemarle,003,010603,Branchland
51003010603,Albemarle County,Census Tract 106.03,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,010603,Branchland
51003010604,Albemarle County,Census Tract 106.04,Median Household Income,All Households,112798,15678,2022,Albemarle,003,010604,Woodbrook-Carrsbrook
51003010604,Albemarle County,Census Tract 106.04,Median Household Income,White,126599,25768,2022,Albemarle,003,010604,Woodbrook-Carrsbrook
51003010604,Albemarle County,Census Tract 106.04,Median Household Income,Black,38523,641,2022,Albemarle,003,010604,Woodbrook-Carrsbrook
51003010604,Albemarle County,Census Tract 106.04,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010604,Woodbrook-Carrsbrook
51003010604,Albemarle County,Census Tract 106.04,Median Household Income,Asian,84306,47336,2022,Albemarle,003,010604,Woodbrook-Carrsbrook
51003010604,Albemarle County,Census Tract 106.04,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010604,Woodbrook-Carrsbrook
51003010604,Albemarle County,Census Tract 106.04,Median Household Income,Other,NA,NA,2022,Albemarle,003,010604,Woodbrook-Carrsbrook
51003010604,Albemarle County,Census Tract 106.04,Median Household Income,Multiracial,22054,18612,2022,Albemarle,003,010604,Woodbrook-Carrsbrook
51003010604,Albemarle County,Census Tract 106.04,Median Household Income,"White, Not Hispanic or Latino",127209,30682,2022,Albemarle,003,010604,Woodbrook-Carrsbrook
51003010604,Albemarle County,Census Tract 106.04,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,010604,Woodbrook-Carrsbrook
51003010701,Albemarle County,Census Tract 107.01,Median Household Income,All Households,55156,16415,2022,Albemarle,003,010701,Hydraulic
51003010701,Albemarle County,Census Tract 107.01,Median Household Income,White,62917,41240,2022,Albemarle,003,010701,Hydraulic
51003010701,Albemarle County,Census Tract 107.01,Median Household Income,Black,46557,16510,2022,Albemarle,003,010701,Hydraulic
51003010701,Albemarle County,Census Tract 107.01,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010701,Hydraulic
51003010701,Albemarle County,Census Tract 107.01,Median Household Income,Asian,160148,98126,2022,Albemarle,003,010701,Hydraulic
51003010701,Albemarle County,Census Tract 107.01,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010701,Hydraulic
51003010701,Albemarle County,Census Tract 107.01,Median Household Income,Other,NA,NA,2022,Albemarle,003,010701,Hydraulic
51003010701,Albemarle County,Census Tract 107.01,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010701,Hydraulic
51003010701,Albemarle County,Census Tract 107.01,Median Household Income,"White, Not Hispanic or Latino",51532,37771,2022,Albemarle,003,010701,Hydraulic
51003010701,Albemarle County,Census Tract 107.01,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,010701,Hydraulic
51003010702,Albemarle County,Census Tract 107.02,Median Household Income,All Households,68810,9122,2022,Albemarle,003,010702,Commonwealth-Townwood-Berkmar
51003010702,Albemarle County,Census Tract 107.02,Median Household Income,White,66031,8588,2022,Albemarle,003,010702,Commonwealth-Townwood-Berkmar
51003010702,Albemarle County,Census Tract 107.02,Median Household Income,Black,83293,71218,2022,Albemarle,003,010702,Commonwealth-Townwood-Berkmar
51003010702,Albemarle County,Census Tract 107.02,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010702,Commonwealth-Townwood-Berkmar
51003010702,Albemarle County,Census Tract 107.02,Median Household Income,Asian,NA,NA,2022,Albemarle,003,010702,Commonwealth-Townwood-Berkmar
51003010702,Albemarle County,Census Tract 107.02,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010702,Commonwealth-Townwood-Berkmar
51003010702,Albemarle County,Census Tract 107.02,Median Household Income,Other,NA,NA,2022,Albemarle,003,010702,Commonwealth-Townwood-Berkmar
51003010702,Albemarle County,Census Tract 107.02,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010702,Commonwealth-Townwood-Berkmar
51003010702,Albemarle County,Census Tract 107.02,Median Household Income,"White, Not Hispanic or Latino",65577,11587,2022,Albemarle,003,010702,Commonwealth-Townwood-Berkmar
51003010702,Albemarle County,Census Tract 107.02,Median Household Income,Hispanic or Latino,71500,50851,2022,Albemarle,003,010702,Commonwealth-Townwood-Berkmar
51003010801,Albemarle County,Census Tract 108.01,Median Household Income,All Households,70000,18210,2022,Albemarle,003,010801,Barracks-Hessian Hills
51003010801,Albemarle County,Census Tract 108.01,Median Household Income,White,88264,23755,2022,Albemarle,003,010801,Barracks-Hessian Hills
51003010801,Albemarle County,Census Tract 108.01,Median Household Income,Black,36421,11456,2022,Albemarle,003,010801,Barracks-Hessian Hills
51003010801,Albemarle County,Census Tract 108.01,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010801,Barracks-Hessian Hills
51003010801,Albemarle County,Census Tract 108.01,Median Household Income,Asian,59556,12036,2022,Albemarle,003,010801,Barracks-Hessian Hills
51003010801,Albemarle County,Census Tract 108.01,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010801,Barracks-Hessian Hills
51003010801,Albemarle County,Census Tract 108.01,Median Household Income,Other,95500,11671,2022,Albemarle,003,010801,Barracks-Hessian Hills
51003010801,Albemarle County,Census Tract 108.01,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010801,Barracks-Hessian Hills
51003010801,Albemarle County,Census Tract 108.01,Median Household Income,"White, Not Hispanic or Latino",95417,24366,2022,Albemarle,003,010801,Barracks-Hessian Hills
51003010801,Albemarle County,Census Tract 108.01,Median Household Income,Hispanic or Latino,81797,39761,2022,Albemarle,003,010801,Barracks-Hessian Hills
51003010802,Albemarle County,Census Tract 108.02,Median Household Income,All Households,98555,15685,2022,Albemarle,003,010802,Albemarle High School
51003010802,Albemarle County,Census Tract 108.02,Median Household Income,White,97617,29467,2022,Albemarle,003,010802,Albemarle High School
51003010802,Albemarle County,Census Tract 108.02,Median Household Income,Black,NA,NA,2022,Albemarle,003,010802,Albemarle High School
51003010802,Albemarle County,Census Tract 108.02,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010802,Albemarle High School
51003010802,Albemarle County,Census Tract 108.02,Median Household Income,Asian,228500,218429,2022,Albemarle,003,010802,Albemarle High School
51003010802,Albemarle County,Census Tract 108.02,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010802,Albemarle High School
51003010802,Albemarle County,Census Tract 108.02,Median Household Income,Other,NA,NA,2022,Albemarle,003,010802,Albemarle High School
51003010802,Albemarle County,Census Tract 108.02,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010802,Albemarle High School
51003010802,Albemarle County,Census Tract 108.02,Median Household Income,"White, Not Hispanic or Latino",111207,70414,2022,Albemarle,003,010802,Albemarle High School
51003010802,Albemarle County,Census Tract 108.02,Median Household Income,Hispanic or Latino,91884,18025,2022,Albemarle,003,010802,Albemarle High School
51003010901,Albemarle County,Census Tract 109.01,Median Household Income,All Households,49120,13427,2022,Albemarle,003,010901,Old Ivy-Darden School (UVA)
51003010901,Albemarle County,Census Tract 109.01,Median Household Income,White,48125,14076,2022,Albemarle,003,010901,Old Ivy-Darden School (UVA)
51003010901,Albemarle County,Census Tract 109.01,Median Household Income,Black,68424,9746,2022,Albemarle,003,010901,Old Ivy-Darden School (UVA)
51003010901,Albemarle County,Census Tract 109.01,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010901,Old Ivy-Darden School (UVA)
51003010901,Albemarle County,Census Tract 109.01,Median Household Income,Asian,37750,28538,2022,Albemarle,003,010901,Old Ivy-Darden School (UVA)
51003010901,Albemarle County,Census Tract 109.01,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010901,Old Ivy-Darden School (UVA)
51003010901,Albemarle County,Census Tract 109.01,Median Household Income,Other,NA,NA,2022,Albemarle,003,010901,Old Ivy-Darden School (UVA)
51003010901,Albemarle County,Census Tract 109.01,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010901,Old Ivy-Darden School (UVA)
51003010901,Albemarle County,Census Tract 109.01,Median Household Income,"White, Not Hispanic or Latino",48438,14321,2022,Albemarle,003,010901,Old Ivy-Darden School (UVA)
51003010901,Albemarle County,Census Tract 109.01,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,010901,Old Ivy-Darden School (UVA)
51003010904,Albemarle County,Census Tract 109.04,Median Household Income,All Households,43438,14204,2022,Albemarle,003,010904,Carr's Hill-McCormick Road (UVA)
51003010904,Albemarle County,Census Tract 109.04,Median Household Income,White,34563,16021,2022,Albemarle,003,010904,Carr's Hill-McCormick Road (UVA)
51003010904,Albemarle County,Census Tract 109.04,Median Household Income,Black,68661,9142,2022,Albemarle,003,010904,Carr's Hill-McCormick Road (UVA)
51003010904,Albemarle County,Census Tract 109.04,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,010904,Carr's Hill-McCormick Road (UVA)
51003010904,Albemarle County,Census Tract 109.04,Median Household Income,Asian,56364,27418,2022,Albemarle,003,010904,Carr's Hill-McCormick Road (UVA)
51003010904,Albemarle County,Census Tract 109.04,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,010904,Carr's Hill-McCormick Road (UVA)
51003010904,Albemarle County,Census Tract 109.04,Median Household Income,Other,24950,7467,2022,Albemarle,003,010904,Carr's Hill-McCormick Road (UVA)
51003010904,Albemarle County,Census Tract 109.04,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,010904,Carr's Hill-McCormick Road (UVA)
51003010904,Albemarle County,Census Tract 109.04,Median Household Income,"White, Not Hispanic or Latino",33125,26091,2022,Albemarle,003,010904,Carr's Hill-McCormick Road (UVA)
51003010904,Albemarle County,Census Tract 109.04,Median Household Income,Hispanic or Latino,29474,9646,2022,Albemarle,003,010904,Carr's Hill-McCormick Road (UVA)
51003011000,Albemarle County,Census Tract 110,Median Household Income,All Households,176600,15167,2022,Albemarle,003,011000,Ivy
51003011000,Albemarle County,Census Tract 110,Median Household Income,White,176200,17423,2022,Albemarle,003,011000,Ivy
51003011000,Albemarle County,Census Tract 110,Median Household Income,Black,NA,NA,2022,Albemarle,003,011000,Ivy
51003011000,Albemarle County,Census Tract 110,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,011000,Ivy
51003011000,Albemarle County,Census Tract 110,Median Household Income,Asian,244042,34940,2022,Albemarle,003,011000,Ivy
51003011000,Albemarle County,Census Tract 110,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,011000,Ivy
51003011000,Albemarle County,Census Tract 110,Median Household Income,Other,NA,NA,2022,Albemarle,003,011000,Ivy
51003011000,Albemarle County,Census Tract 110,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,011000,Ivy
51003011000,Albemarle County,Census Tract 110,Median Household Income,"White, Not Hispanic or Latino",176121,18371,2022,Albemarle,003,011000,Ivy
51003011000,Albemarle County,Census Tract 110,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,011000,Ivy
51003011101,Albemarle County,Census Tract 111.01,Median Household Income,All Households,87784,36389,2022,Albemarle,003,011101,Crozet-Beaver Creek
51003011101,Albemarle County,Census Tract 111.01,Median Household Income,White,89091,29761,2022,Albemarle,003,011101,Crozet-Beaver Creek
51003011101,Albemarle County,Census Tract 111.01,Median Household Income,Black,41500,16410,2022,Albemarle,003,011101,Crozet-Beaver Creek
51003011101,Albemarle County,Census Tract 111.01,Median Household Income,American Indian and Alaska Native,NA,NA,2022,Albemarle,003,011101,Crozet-Beaver Creek
51003011101,Albemarle County,Census Tract 111.01,Median Household Income,Asian,NA,NA,2022,Albemarle,003,011101,Crozet-Beaver Creek
51003011101,Albemarle County,Census Tract 111.01,Median Household Income,NHPI,NA,NA,2022,Albemarle,003,011101,Crozet-Beaver Creek
51003011101,Albemarle County,Census Tract 111.01,Median Household Income,Other,NA,NA,2022,Albemarle,003,011101,Crozet-Beaver Creek
51003011101,Albemarle County,Census Tract 111.01,Median Household Income,Multiracial,NA,NA,2022,Albemarle,003,011101,Crozet-Beaver Creek
51003011101,Albemarle County,Census Tract 111.01,Median Household Income,"White, Not Hispanic or Latino",89091,29761,2022,Albemarle,003,011101,Crozet-Beaver Creek
51003011101,Albemarle County,Census Tract 111.01,Median Household Income,Hispanic or Latino,NA,NA,2022,Albemarle,003,011101,Crozet-Beaver Creek
51003011102,Albemarle County,Census Tract 111.02,Median Household Income,All Households,120357,50869,2022,Albemarle,003,011102,Western Ridge-Westhall
51003011102,Albemarle County,Census Tract 111.02,Median Household Income,White,109563,52033,2022,Albemarle,003,011102,Western Ridge-Westhall
