GEOID,locality,tract,label,group,estimate,moe,year,county,locality_num,tract_num,tractnames
51540000700,Charlottesville city,Census Tract 7,Median Household Income,American Indian and Alaska Native,NA,NA,2023,Charlottesville,540,000700,Barracks-Rugby
51540000700,Charlottesville city,Census Tract 7,Median Household Income,Asian,NA,NA,2023,Charlottesville,540,000700,Barracks-Rugby
51540000700,Charlottesville city,Census Tract 7,Median Household Income,NHPI,NA,NA,2023,Charlottesville,540,000700,Barracks-Rugby
51540000700,Charlottesville city,Census Tract 7,Median Household Income,Other,NA,NA,2023,Charlottesville,540,000700,Barracks-Rugby
51540000700,Charlottesville city,Census Tract 7,Median Household Income,Multiracial,26058,20584,2023,Charlottesville,540,000700,Barracks-Rugby
51540000700,Charlottesville city,Census Tract 7,Median Household Income,"White, Not Hispanic or Latino",117841,54217,2023,Charlottesville,540,000700,Barracks-Rugby
51540000700,Charlottesville city,Census Tract 7,Median Household Income,Hispanic or Latino,NA,NA,2023,Charlottesville,540,000700,Barracks-Rugby
51540000800,Charlottesville city,Census Tract 8,Median Household Income,All Households,113659,16316,2023,Charlottesville,540,000800,Greenbrier-Meadows
51540000800,Charlottesville city,Census Tract 8,Median Household Income,White,124280,13302,2023,Charlottesville,540,000800,Greenbrier-Meadows
51540000800,Charlottesville city,Census Tract 8,Median Household Income,Black,NA,NA,2023,Charlottesville,540,000800,Greenbrier-Meadows
51540000800,Charlottesville city,Census Tract 8,Median Household Income,American Indian and Alaska Native,NA,NA,2023,Charlottesville,540,000800,Greenbrier-Meadows
51540000800,Charlottesville city,Census Tract 8,Median Household Income,Asian,155729,126864,2023,Charlottesville,540,000800,Greenbrier-Meadows
51540000800,Charlottesville city,Census Tract 8,Median Household Income,NHPI,NA,NA,2023,Charlottesville,540,000800,Greenbrier-Meadows
51540000800,Charlottesville city,Census Tract 8,Median Household Income,Other,NA,NA,2023,Charlottesville,540,000800,Greenbrier-Meadows
51540000800,Charlottesville city,Census Tract 8,Median Household Income,Multiracial,NA,NA,2023,Charlottesville,540,000800,Greenbrier-Meadows
51540000800,Charlottesville city,Census Tract 8,Median Household Income,"White, Not Hispanic or Latino",125172,9094,2023,Charlottesville,540,000800,Greenbrier-Meadows
51540000800,Charlottesville city,Census Tract 8,Median Household Income,Hispanic or Latino,NA,NA,2023,Charlottesville,540,000800,Greenbrier-Meadows
51540000900,Charlottesville city,Census Tract 9,Median Household Income,All Households,89063,14473,2023,Charlottesville,540,000900,Locust Grove
51540000900,Charlottesville city,Census Tract 9,Median Household Income,White,98393,23556,2023,Charlottesville,540,000900,Locust Grove
51540000900,Charlottesville city,Census Tract 9,Median Household Income,Black,NA,NA,2023,Charlottesville,540,000900,Locust Grove
51540000900,Charlottesville city,Census Tract 9,Median Household Income,American Indian and Alaska Native,NA,NA,2023,Charlottesville,540,000900,Locust Grove
51540000900,Charlottesville city,Census Tract 9,Median Household Income,Asian,NA,NA,2023,Charlottesville,540,000900,Locust Grove
51540000900,Charlottesville city,Census Tract 9,Median Household Income,NHPI,NA,NA,2023,Charlottesville,540,000900,Locust Grove
51540000900,Charlottesville city,Census Tract 9,Median Household Income,Other,NA,NA,2023,Charlottesville,540,000900,Locust Grove
51540000900,Charlottesville city,Census Tract 9,Median Household Income,Multiracial,NA,NA,2023,Charlottesville,540,000900,Locust Grove
51540000900,Charlottesville city,Census Tract 9,Median Household Income,"White, Not Hispanic or Latino",98393,23556,2023,Charlottesville,540,000900,Locust Grove
51540000900,Charlottesville city,Census Tract 9,Median Household Income,Hispanic or Latino,NA,NA,2023,Charlottesville,540,000900,Locust Grove
51540001000,Charlottesville city,Census Tract 10,Median Household Income,All Households,99688,21662,2023,Charlottesville,540,001000,Downtown Area
51540001000,Charlottesville city,Census Tract 10,Median Household Income,White,106300,26637,2023,Charlottesville,540,001000,Downtown Area
51540001000,Charlottesville city,Census Tract 10,Median Household Income,Black,50784,10268,2023,Charlottesville,540,001000,Downtown Area
51540001000,Charlottesville city,Census Tract 10,Median Household Income,American Indian and Alaska Native,NA,NA,2023,Charlottesville,540,001000,Downtown Area
51540001000,Charlottesville city,Census Tract 10,Median Household Income,Asian,NA,NA,2023,Charlottesville,540,001000,Downtown Area
51540001000,Charlottesville city,Census Tract 10,Median Household Income,NHPI,NA,NA,2023,Charlottesville,540,001000,Downtown Area
51540001000,Charlottesville city,Census Tract 10,Median Household Income,Other,NA,NA,2023,Charlottesville,540,001000,Downtown Area
51540001000,Charlottesville city,Census Tract 10,Median Household Income,Multiracial,2499,NA,2023,Charlottesville,540,001000,Downtown Area
51540001000,Charlottesville city,Census Tract 10,Median Household Income,"White, Not Hispanic or Latino",106838,31188,2023,Charlottesville,540,001000,Downtown Area
51540001000,Charlottesville city,Census Tract 10,Median Household Income,Hispanic or Latino,36047,22493,2023,Charlottesville,540,001000,Downtown Area
